plot_id;tokeep_NEF;alternative_plot_id;site_id;site_name;habitat;habitat_simple;project;seq_run;fg_soil_project;latitude;longitude;altitude;eDNA_sequence_data_available;phys_chem_data_available;phys_chem_patches_analyzed;clay;silt;sand;pH;TN;OC;CN;AP
PAR-B-BF;yes;PAR-B-BF;PAR;Paracou;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;OTHER;yes;525.239;-5.292.631;26;no;yes;NA;1.418;51.13;47.452;4.48;0.2282;31.741;1.390.677;3.72
PAR-B-PL;yes;PAR-B-PL;PAR;Paracou;Terra Firme;Terra Firme;DIADEMA;OTHER;yes;525.683;-5.292.142;47;no;yes;NA;4.173;46.689;49.138;4.48;0.1453;2.261;1.555.707;3.9
PAR-B-PT;yes;PAR-B-PT;PAR;Paracou;Terra Firme;Terra Firme;DIADEMA;OTHER;yes;525.973;-5.291.828;31;no;yes;NA;2.35;53.762;43.888;4.29;0.1979;32.798;1.657.357;3.62
PAT;yes;PAT;PAT;Patagaie;White-Sand;White-Sand;DIAMOND;DIAMOND;yes;540.991;-531.783;43;yes;yes;NA;3.65;1.925;94.425;5.105;20.375;43.2;208.426;0.02775
PE1;yes;PE01;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-397.521;-7.342.588;149;no;yes;NA;3;4;93;NA;0.06;1.03;17.17;2.4
PE2;yes;PE02;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-397.588;-7.342.706;149;no;yes;NA;5;20;75;NA;0.068;1.13;16.62;2.7
PE3;yes;PE03;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-391.806;-7.355.283;121;no;yes;NA;6;53;41;NA;0.244;4.48;18.36;28.6
PE4;yes;PE04;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-389.191;-7.355.304;105;no;yes;NA;51;38;11;NA;0.295;2.81;9.53;7
PE5;yes;PE05;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-389.221;-7.356.022;109;no;yes;NA;67;21;12;NA;0.393;3.98;10.13;6.2
PE6;yes;PE06;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-390.549;-7.380.156;107;no;yes;NA;38;47;15;NA;0.231;2.12;9.18;7.1
PE7;yes;PE07;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-387.573;-7.386.387;130;no;yes;NA;3;4;93;NA;0.081;2.19;27.04;10.1
PE8;yes;PE08;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-39.064;-7.380.066;107;no;yes;NA;32;34;34;NA;0.135;1.17;8.67;6.9
PE9;yes;PE09;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-388.955;-7.382.035;130;no;yes;NA;3;4;93;NA;0.038;0.82;21.58;6.8
PE10;yes;PE10;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-383.326;-7.359.827;128;no;yes;NA;37;48;15;NA;0.111;1.06;9.55;0.05
PE11;yes;PE11;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-383.326;-7.359.827;106;no;yes;NA;4;30;66;NA;0.035;0.7;20;3.1
PE12;yes;PE12;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-375.672;-7.408.525;111;no;yes;NA;14;43;43;NA;0.182;2.12;11.65;7.2
PE13;yes;PE13;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-376.385;-7.408.853;136;no;yes;NA;4;23;73;NA;0.062;1.78;28.71;6.3
PE14;yes;PE14;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-489.958;-7.362.965;139;no;yes;NA;3;28;69;NA;0.029;0.63;21.72;4
PE15;yes;PE15;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-492.469;-7.361.099;130;no;yes;NA;21;23;56;NA;0.096;1.17;12.19;2.7
PE16;yes;PE16;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-491.665;-7.361.364;132;no;yes;NA;34;15;51;NA;0.172;2.1;12.21;5.2
PE17;yes;PE17;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-487.971;-7.364.802;112;no;yes;NA;63;32;5;NA;0.215;2.11;9.81;18.6
PE18;yes;PE18;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-493.332;-7.372.234;95;no;yes;NA;16;60;24;NA;0.06;0.78;13;17.8
PE19;yes;PE19;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-483.187;-7.374.144;109;no;yes;NA;26;58;16;NA;0.142;1.16;8.17;1.4
PE20;yes;PE20;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-377.767;-7.368.627;125;no;yes;NA;23;24;53;NA;0.083;0.87;10.48;1.5
PE21;yes;PE21;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-383.002;-7.371.016;120;no;yes;NA;27;14;59;NA;0.092;1.09;11.85;1.3
PE22;yes;PE22;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-380.733;-7.369.864;106;no;yes;NA;39;48;13;NA;0.14;1.13;8.07;2.2
PE23;yes;PE23;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-412.908;-7.347.107;133;no;yes;NA;24;27;49;NA;0.144;1.53;10.63;4.3
PE24;yes;PE24;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-417.062;-7.348.252;126;no;yes;NA;47;35;18;NA;0.119;0.98;8.24;0.05
PE25;yes;PE25;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-590.764;-7.372.406;138;no;yes;NA;3;34;63;NA;0.105;1.98;18.86;9.6
PE26;yes;PE26;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-591.633;-7.372.787;137;no;yes;NA;2;45;53;NA;0.042;0.93;22.14;3.4
PE27;yes;PE27;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-588.625;-7.376.487;130;no;yes;NA;3;33;64;NA;0.104;1.92;18.46;19.8
PE28;yes;PE28;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-585.384;-7.377.916;132;no;yes;NA;2;37;61;NA;0.102;1.82;17.84;16.5
PE29;yes;PE29;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-556.828;-7.388.479;113;no;yes;NA;46;43;11;NA;0.22;1.62;7.36;4.2
PE30;yes;PE30;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-551.259;-7.384.787;117;no;yes;NA;69;21;10;NA;0.268;2.01;7.5;1.1
PE31;yes;PE31;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-505.951;-7.381.967;133;no;yes;NA;33;8;59;NA;0.112;1.36;12.14;3
PE32;yes;PE32;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-518.673;-7.384.637;131;no;yes;NA;39;20;41;NA;0.156;1.82;11.67;3.4
PE33;yes;PE33;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-431.174;-7.724.347;173;no;yes;NA;50;31;19;NA;0.038;0.74;19.47;2.1
PE34;yes;PE34;PE;Peru;White-Sand;White-Sand;NEBEDIV;OTHER;no;-429.847;-772.408;160;no;yes;NA;23;44;33;NA;0.029;0.52;17.93;2.2
PE35;yes;PE35;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-453.244;-7.712.557;158;no;yes;NA;41;21;38;NA;0.264;1.97;7.46;2.4
PE36;yes;PE36;PE;Peru;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;no;-453.142;-7.713.208;158;no;yes;NA;63;10;27;NA;0.219;1.84;8.4;2.9
PE37;yes;PE37;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-451.855;-771.056;156;no;yes;NA;4;9;87;NA;0.214;1.89;8.83;1.2
PE38;yes;PE38;PE;Peru;Terra Firme;Terra Firme;NEBEDIV;OTHER;no;-476.419;-7.664.934;143;no;yes;NA;7;9;84;NA;0.233;2.79;11.97;3
PGD1;no;PGD1;PGD;Porte-Grande;Eucalypt_1yo;Eucalypt_1yo;BING;OTHER;no;0.5718918;-51.221;64;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD10;ask;PGD10;PGD;Porte-Grande;Savanna;Savanna;BING;OTHER;no;0.4564;-510.331;42;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD11;ask;PGD11;PGD;Porte-Grande;Savanna;Savanna;BING;OTHER;no;0.4564;-510.331;42;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD12;ask;PGD12;PGD;Porte-Grande;Savanna;Savanna;BING;OTHER;no;0.4564;-510.331;42;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD2;no;PGD2;PGD;Porte-Grande;Eucalypt_1yo;Eucalypt_1yo;BING;OTHER;no;0.5745246;-5.121.988;70;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD3;no;PGD3;PGD;Porte-Grande;Eucalypt_1yo;Eucalypt_1yo;BING;OTHER;no;0.5854619;-5.123.973;68;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD4;no;PGD4;PGD;Porte-Grande;Eucalypt_3yo;Eucalypt_3yo;BING;OTHER;no;0.527607;-511.712;44;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD5;no;PGD5;PGD;Porte-Grande;Eucalypt_3yo;Eucalypt_3yo;BING;OTHER;no;0.5572274;-5.118.684;75;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD6;no;PGD6;PGD;Porte-Grande;Eucalypt_3yo;Eucalypt_3yo;BING;OTHER;no;0.5607106;-5.118.684;74;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD7;no;PGD7;PGD;Porte-Grande;Eucalypt_6yo;Eucalypt_6yo;BING;OTHER;no;0.5870298;-5.118.848;74;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD8;no;PGD8;PGD;Porte-Grande;Eucalypt_6yo;Eucalypt_6yo;BING;OTHER;no;0.5888839;-5.118.618;74;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PGD9;no;PGD9;PGD;Porte-Grande;Eucalypt_6yo;Eucalypt_6yo;BING;OTHER;no;0.5916614;-5.118.618;72;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
PMT10;yes;PMT10;PMT;Petite Montagne Tortue;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;yes;431.755;-5.223.487;93;no;yes;NA;3;8;89;NA;0.065;1.27;19.54;1.2
PMT11;yes;PMT11;PMT;Petite Montagne Tortue;White-Sand;White-Sand;NEBEDIV;DIAMOND;yes;431.119;-5.222.752;127;yes;yes;NA;4;12;84;NA;0.396;10.46;26.41;2.6
PMT12;yes;PMT12;PMT;Petite Montagne Tortue;White-Sand;White-Sand;NEBEDIV;OTHER;yes;432.148;-522.366;93;no;yes;NA;4;6;90;NA;0.058;1.16;20;1.1
PMT13;yes;PMT13;PMT;Petite Montagne Tortue;Terra Firme;Terra Firme;NEBEDIV;OTHER;yes;430.063;-5.222.815;72;no;yes;NA;21;14;65;NA;0.175;2.47;14.11;1.6
PMT14;yes;PMT14;PMT;Petite Montagne Tortue;Terra Firme;Terra Firme;NEBEDIV;OTHER;yes;429.248;-522.359;81;no;yes;NA;54;15;31;NA;0.496;7.41;14.94;3.5
PMT15;yes;PMT15;PMT;Petite Montagne Tortue;Terra Firme;Terra Firme;NEBEDIV;OTHER;yes;429.041;-5.226.269;77;no;yes;NA;61;14;25;NA;0.481;7.04;14.64;6.8
PMT16;yes;PMT16;PMT;Petite Montagne Tortue;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;DIAMOND;yes;430.381;-5.223.712;47;yes;yes;NA;4;13;83;NA;0.042;0.95;22.62;1.2
PMT17;yes;PMT17;PMT;Petite Montagne Tortue;Seasonally Flooded Forest;Seasonally Flooded Forest;NEBEDIV;OTHER;yes;432.924;-5.224.194;85;no;yes;NA;5;10;85;NA;0.053;0.99;18.68;1.7
PMT18;yes;PMT18;PMT;Petite Montagne Tortue;White-Sand;White-Sand;NEBEDIV;OTHER;yes;430.546;-5.221.653;136;no;yes;NA;4;6;90;NA;0.058;1.16;20;1.1
RB;ask;RB;RB;Roches Blanches;Savanna;Savanna;BING;BING;yes;54.955;-5.330.519;1.050.382;yes;yes;1;3.569;44.438;519.965;4.81;0.14636;213.018;145.539;0.92617
REN1;ask;REN1;REN;Renner;Savanna;Savanna;BING;BING;yes;5.319;-5.288.763;1.273.115;yes;yes;1;0.505;178.715;816.245;5.05;0.06808;0.79503;1.167.809;0.05362
REN2;ask;REN2;REN;Renner;Savanna;Savanna;BING;BING;yes;532.333;-5.289.078;131.281;yes;yes;1;0.241;183.295;81.432;5.16;0.07614;101.594;1.334.307;0.12002
REN3;ask;REN3;REN;Renner;Savanna;Savanna;BING;BING;yes;532.678;-5.289.618;1.289.637;yes;yes;1;0.535;185.655;809.015;5.06;0.07094;0.94067;132.602;0.16698
ROR;yes;ROR;ROR;Rorota;Terra Firme;Terra Firme;DIAMOND;DIAMOND;yes;48.764;-522.608;NA;yes;yes;NA;28.325;17.575;54.1;57.225;3.585;45.025;1.259.767;0.01225
SAM1;ask;SAM1;SAM;Savane des Mornes;Savanna;Savanna;BING;BING;yes;499.486;-5.246.555;619.599;yes;yes;1;3.499;500.385;464.655;5.06;0.11713;165.497;1.412.956;0.27324
SAVINC1;ask;SAVINC1;SAVINC;Savance Incluse;Savanna;Savanna;BING;BING;yes;526.795;-5.295.752;8;yes;yes;1;23.615;371.015;605.415;4.82;0.10819;147.958;1.367.593;0.92167
SAVINC2;ask;SAVINC2;SAVINC;Savance Incluse;Savanna;Savanna;BING;BING;yes;526.815;-5.296.146;12;yes;yes;1;2.34;384.315;59.231;4.94;0.0913;1.381;1.512.604;0.29026
SF1;ask;SF1;SF;Fleche;Savanna;Savanna;BING;BING;yes;5.528;-5.338.391;6;yes;yes;1;1.663;42.694;55.646;4.84;0.16599;240.572;1.449.274;0.10991
SF2;ask;SF2;SF;Fleche;Savanna;Savanna;BING;BING;yes;552.565;-5.337.945;6;yes;yes;1;4.616;50.746;446.395;4.69;0.19532;278.446;1.425.583;0.0741
SGE1;no;SGE1;SGE;Saint-Georges;Cassava_2yo;Cassava_2yo;BING;OTHER;yes;3.912.601;-5.180.594;46;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE2;no;SGE2;SGE;Saint-Georges;Cassava_1yo;Cassava_1yo;BING;OTHER;yes;3.914.649;-5.180.841;18;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE3;no;SGE3;SGE;Saint-Georges;Cassava_2yo;Cassava_2yo;BING;OTHER;yes;3.934.702;-5.183.652;27;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE4;no;SGE4;SGE;Saint-Georges;Cassava_1yo;Cassava_1yo;BING;OTHER;yes;3.929.697;-5.183.711;17;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE5;no;SGE5;SGE;Saint-Georges;Cassava_1yo;Cassava_1yo;BING;OTHER;yes;3.913.243;-5.180.361;42;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE6;no;SGE6;SGE;Saint-Georges;Cassava_2yo;Cassava_2yo;BING;OTHER;yes;3.912.773;-5.180.358;37;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE7;no;SGE7;SGE;Saint-Georges;Cassava_1yo;Cassava_1yo;BING;OTHER;yes;3.911.145;-5.180.328;29;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SGE8;no;SGE8;SGE;Saint-Georges;Cassava_1yo;Cassava_1yo;BING;OTHER;yes;3.909.497;-518.043;40;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
SL1;yes;SL01;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;356.499;-53.204;204;no;yes;NA;78.91;5.45;15.64;4.51;2.8;3.37;12.07;2.4
SL2;yes;SL02;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;3.563;-53.211;229;no;yes;NA;62.82;7.19;29.99;4.82;2.47;2.69;10.89;3
SL3;yes;SL03;SL;Limonade;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;355.899;-5.322.201;196;no;yes;NA;7.84;10.17;81.99;5.31;1.81;2.14;11.81;7.4
SL4;yes;SL04;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;35.599;-5.320.031;204;no;yes;NA;72.95;5.58;21.47;4.4;3.45;4.06;11.77;4
SL5;yes;SL05;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;356.209;-5.320.111;204;no;yes;NA;73.88;11.02;15.1;4.61;2.7;3.38;12.52;4
SL6;yes;SL06;SL;Limonade;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;35.576;-531.976;201;no;yes;NA;45.39;29;25.62;4.71;3.84;4.94;12.85;13
SL7;yes;SL07;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;356.289;-531.903;278;no;yes;NA;80.98;5.12;13.89;4.44;2.75;3.27;11.86;3.2
SL8;yes;SL08;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;356.029;-5.318.551;231;no;yes;NA;72.43;4.96;22.62;4.47;2.61;3.25;12.44;3
SL9;yes;SL09;SL;Limonade;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;356.679;-531.971;176;no;yes;NA;39.73;13.94;46.33;4.82;3.2;3.37;10.54;7.4
SL10;yes;SL10;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;356.927;-531.995;206;no;yes;NA;69.98;6.04;23.99;4.38;4.59;5.83;12.69;7.2
SL11;yes;SL11;SL;Limonade;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;35.791;-531.968;214;no;yes;NA;54.02;9.48;36.5;4.45;3.17;3.82;12.05;5.4
SL12;yes;SL12;SL;Limonade;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;35.736;-5.319.851;192;no;yes;NA;10.68;12.05;77.28;4.8;9.44;13.54;14.34;72
SP1;ask;SP1;SP;Savane des Peres;Savanna;Savanna;BING;BING;yes;511.717;-5.265.444;4;yes;yes;1;9.11;79.816;11.074;4.93;0.1338;21.635;144.014;0.52
SP2;ask;SP2;SP;Savane des Peres;Savanna;Savanna;BING;BING;yes;512.175;-5.265.332;4;yes;yes;1;9.897;74.597;15.506;4.82;0.197;28.793;144.014;0.92
SUR101;yes;SUR101;SUR;Surinam;White-Sand;White-Sand;NEBEDIV;OTHER;no;534.358;-5.576.634;39;no;no;NA;3;2;95;NA;0.065;1.19;18.31;6.4
SUR102;yes;SUR102;SUR;Surinam;White-Sand;White-Sand;NEBEDIV;OTHER;no;522.918;-5.565.231;58;no;no;NA;3;2;95;NA;0.042;1.05;25;4.8
TP1;ask;TP1;TP;Trou-Poisson;Savanna;Savanna;BING;BING;yes;540.902;-530.933;1.054.303;yes;yes;1;25.715;527.975;44.636;4.76;0.20009;296.193;1.480.292;0.17843
TP2;ask;TP2;TP;Trou-Poisson;Savanna;Savanna;BING;BING;yes;540.517;-5.308.926;973.573;yes;yes;1;1.12;327.495;661.345;4.77;0.08412;11.874;141.154;0.12263
TRI_INS;yes;TRI_INS;TRI;Trinite;White-Sand;White-Sand;DIADEMA;OTHER;yes;462.089;-5.340.948;433;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
TRI41;yes;TRI41;TRI;Trinite;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;459.823;-5.341.023;127;no;yes;NA;3.991.333;1.041.333;49.68;426.333;193.333;238.333;1.221.667;2
TRI42;yes;TRI42;TRI;Trinite;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;460.945;-5.341.445;154;no;yes;NA;20.35;501.333;74.64;440.333;1.21;155.333;1.280.667;2.2
TRI43;yes;TRI43;TRI;Trinite;Terra Firme;Terra Firme;DIADEMA;DIAMOND;yes;460.676;-5.340.163;149;no;yes;NA;2.718.667;4.69;68.12;432.333;140.667;173.667;12.28;2
TRI44;yes;TRI44;TRI;Trinite;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;459.523;-5.341.452;127;no;yes;NA;10.94;650.333;8.255.667;458.667;1.51;211.667;1.401.333;4.9
TRI45;yes;TRI45;TRI;Trinite;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;460.304;-5.341.614;126;no;yes;NA;2.165.667;798.667;70.36;445.667;128.667;137.333;1.058.667;206.667
TRI46;yes;TRI46;TRI;Trinite;Seasonally Flooded Forest;Seasonally Flooded Forest;DIADEMA;DIAMOND;yes;462.042;-5.340.938;320;no;yes;NA;5.166.333;2.140.667;2.692.667;4.95;2.85;2.62;8.99;346.667
TRI48;yes;TRI48;TRI;Trinite;White-Sand;White-Sand;DIADEMA;DIAMOND;yes;461.984;-5.340.905;320;no;yes;NA;2.009;35.702;62.289;5.4;0.1022;17.419;1.704.403;1.04
TRIFT;yes;TRIFT;TRI;Trinite;White-Sand;White-Sand;DIADEMA;DIAMOND;yes;461.877;-5.340.798;414;no;yes;NA;1.221;33.994;64.785;4.37;0.941;27.48;2.920.298;6.72
WAB1;ask;WA1;WAB;Wayabo;Savanna;Savanna;BING;BING;yes;504.294;-5.263.362;975.627;yes;yes;1;1.312;223.115;763.805;5.29;0.05576;0.56735;1.017.391;0.13848
WAB2;ask;WA2;WAB;Wayabo;Savanna;Savanna;BING;BING;yes;503.724;-5.262.711;93.343;yes;yes;1;0.715;11.555;877.345;4.89;0.0515;0.45424;881.982;0.23926
BUG-001;no;BUG_0001;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.174.600.124;-5.266.009.903;0;yes;yes;1;3.914;241.215;71.966;4.7;0.058504831;0.981546581;1.677.718.793;4.608
BUG-002;no;BUG_0002;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.165.400.028;-5.264.390.182;6;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-004;no;BUG_0004;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.159.599.781;-5.264.289.856;3;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-005;no;BUG_0005;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.160.099.983;-5.263.600.159;2;yes;yes;1;17.045;16.952;813.485;6.39;0.067415565;103.056.705;152.867.814;10.952
BUG-007;no;BUG_0007;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-011;no;BUG_0011;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.155.499.935;-5.263.880.157;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-012;no;BUG_0012;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.165.699.959;-5.264.199.829;4;yes;yes;1;4.526;288.375;666.415;5.08;0.087550446;1.284.994.245;1.467.718.685;1.688
BUG-014;no;BUG_0014;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.165.999.889;-5.264.229.965;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-015;no;BUG_0015;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.162.000.179;-5.264.400.101;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-017;no;BUG_0017;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.161.799.908;-5.264.239.883;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-018;no;BUG_0018;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.162.799.835;-5.265.269.852;3;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-019;no;BUG_0019;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.159.699.917;-5.263.759.995;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-024;no;BUG_0024;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.175.700.188;-5.266.019.821;3;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-025;no;BUG_0025;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.163.199.902;-5.264.110.184;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-029;no;BUG_0029;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.165.400.028;-5.264.390.182;6;yes;yes;1;5.757;42.742;515.065;4.82;0.096091054;1.377.028.227;143.304.509;1.776
BUG-034;no;BUG_0034;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-035;no;BUG_0035;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.161.799.908;-5.264.239.883;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-036;no;BUG_0036;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.166.699.886;-5.264.310.074;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-037;no;BUG_0037;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.156.000.137;-5.263.690.186;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-038;no;BUG_0038;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.158.800.125;-526.371.994;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-041;no;BUG_0041;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.157.599.926;-5.263.589.859;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-042;no;BUG_0042;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-045;no;BUG_0045;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-046;no;BUG_0046;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.165.400.028;-5.264.390.182;6;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-047;no;BUG_0047;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;515.719.986;-5.263.779.831;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-048;no;BUG_0048;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.155.099.869;-5.263.729.858;3;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-049;no;BUG_0049;URB_KOU;Kourou;Garden;Urban Area;BUG;BUG;yes;5.165.800.095;-5.264.659.882;4;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
