plot_id,alternative_plot_id,site_id,site_name,habitat,habitat_simple,project,seq_run,fg_soil_project,latitude,longitude,altitude,eDNA_sequence_data_available,phys_chem_data_available,phys_chem_patches_analyzed,clay,silt,sand,pH,TN,OC,CN,AP  
BUG-629,BUG_0629,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.382574992,-52.95348398,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-630,BUG_0630,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.38321604,-52.95506598,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-631,BUG_0631,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.383071033,-52.95646601,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-632,BUG_0632,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.384419011,-52.957786,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-633,BUG_0633,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.380932977,-52.959857,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-634,BUG_0634,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379955983,-52.95609302,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-635,BUG_0635,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.381408986,-52.956809,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-636,BUG_0636,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379049983,-52.95341098,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-637,BUG_0637,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376547985,-52.954379,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-638,BUG_0638,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379283,-52.959586,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-639,BUG_0639,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377377961,-52.95895997,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-640,BUG_0640,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37891604,-52.95801499,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-641,BUG_0641,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.378377,-52.95575297,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-642,BUG_0642,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377862016,-52.95136797,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-643,BUG_0643,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374236,-52.948382,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-644,BUG_0644,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37379696,-52.95169998,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-645,BUG_0645,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.373128001,-52.95371097,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-646,BUG_0646,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374515038,-52.95561701,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-647,BUG_0647,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.372196017,-52.95615999,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-648,BUG_0648,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.369557,-52.963386,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-649,BUG_0649,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374818966,-52.95844398,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-650,BUG_0650,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376534993,-52.95724897,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-651,BUG_0651,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.823788963,-52.36427701,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-652,BUG_0652,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.830126017,-52.35774198,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-653,BUG_0653,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.855341967,-52.27471403,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-654,BUG_0654,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.858612,-52.270676,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-655,BUG_0655,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.905357035,-52.27661999,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-656,BUG_0656,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.909054041,-52.27549396,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-657,BUG_0657,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.912496991,-52.27038796,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-658,BUG_0658,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.932842972,-52.30187902,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-659,BUG_0659,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.943905994,-52.33202697,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-660,BUG_0660,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939985024,-52.33190803,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-661,BUG_0661,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939320004,-52.33328903,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-662,BUG_0662,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939486971,-52.33538199,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-663,BUG_0663,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.940008996,-52.33615397,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-664,BUG_0664,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.937659968,-52.33687699,28,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-665,BUG_0665,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.933971767,-52.33013335,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-666,BUG_0666,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939615969,-52.32564901,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-667,BUG_0667,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.940174222,-52.32059909,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-668,BUG_0668,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.94407204,-52.32286002,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-670,BUG_0670,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475734573,-53.21289088,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-671,BUG_0671,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.477141971,-53.210219,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-672,BUG_0672,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.477138031,-53.21022302,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-673,BUG_0673,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475854008,-53.20959304,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-674,BUG_0674,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475648986,-53.21058202,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-675,BUG_0675,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475159986,-53.20986603,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-676,BUG_0676,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475699026,-53.207645,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-677,BUG_0677,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.476246029,-53.20728902,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-678,BUG_0678,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.476965029,-53.20781196,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-679,BUG_0679,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.480753984,-53.20814598,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-680,BUG_0680,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479420004,-53.20693103,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-681,BUG_0681,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479443977,-53.206553,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-682,BUG_0682,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479885032,-53.21201398,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-683,BUG_0683,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478675021,-53.21074798,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-684,BUG_0684,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478589023,-53.20854597,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-685,BUG_0685,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478128018,-53.20556796,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-686,BUG_0686,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.47972301,-53.20531701,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-687,BUG_0687,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.480205975,-53.20309698,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-688,BUG_0688,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.38425196,-52.953098,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-689,BUG_0689,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.382574992,-52.95348398,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-690,BUG_0690,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.38321604,-52.95506598,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-691,BUG_0691,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.383071033,-52.95646601,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-692,BUG_0692,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.384419011,-52.957786,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-693,BUG_0693,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.380932977,-52.959857,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-694,BUG_0694,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379955983,-52.95609302,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-695,BUG_0695,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.381408986,-52.956809,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-696,BUG_0696,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379049983,-52.95341098,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-697,BUG_0697,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376547985,-52.954379,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-698,BUG_0698,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379283,-52.959586,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-699,BUG_0699,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377377961,-52.95895997,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-700,BUG_0700,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37891604,-52.95801499,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-701,BUG_0701,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.378377,-52.95575297,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-702,BUG_0702,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377862016,-52.95136797,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-703,BUG_0703,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374236,-52.948382,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-704,BUG_0704,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37379696,-52.95169998,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-705,BUG_0705,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.373128001,-52.95371097,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-706,BUG_0706,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374515038,-52.95561701,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-707,BUG_0707,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.372196017,-52.95615999,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-708,BUG_0708,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.369557,-52.963386,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-709,BUG_0709,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374818966,-52.95844398,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-710,BUG_0710,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376534993,-52.95724897,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-711,BUG_0711,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.823788963,-52.36427701,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-712,BUG_0712,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.830126017,-52.35774198,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-713,BUG_0713,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.855341967,-52.27471403,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-714,BUG_0714,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.858612,-52.270676,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-715,BUG_0715,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.905357035,-52.27661999,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-716,BUG_0716,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.909054041,-52.27549396,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-717,BUG_0717,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.912496991,-52.27038796,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-718,BUG_0718,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.932842972,-52.30187902,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-719,BUG_0719,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.943905994,-52.33202697,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-720,BUG_0720,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939985024,-52.33190803,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-721,BUG_0721,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939320004,-52.33328903,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-722,BUG_0722,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939486971,-52.33538199,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-723,BUG_0723,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.940008996,-52.33615397,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-724,BUG_0724,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.937659968,-52.33687699,28,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-725,BUG_0725,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.933971767,-52.33013335,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-726,BUG_0726,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.939615969,-52.32564901,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-727,BUG_0727,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.940174222,-52.32059909,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-728,BUG_0728,URB_CAY,Cayenne,Urban green space,Urban Area,BUG,BUG,yes,4.94407204,-52.32286002,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-730,BUG_0730,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475734573,-53.21289088,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-731,BUG_0731,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.477141971,-53.210219,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-732,BUG_0732,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.477138031,-53.21022302,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-733,BUG_0733,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475854008,-53.20959304,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-734,BUG_0734,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475648986,-53.21058202,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-735,BUG_0735,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475159986,-53.20986603,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-736,BUG_0736,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.475699026,-53.207645,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-737,BUG_0737,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.476246029,-53.20728902,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-738,BUG_0738,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.476965029,-53.20781196,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-739,BUG_0739,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.480753984,-53.20814598,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-740,BUG_0740,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479420004,-53.20693103,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-741,BUG_0741,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479443977,-53.206553,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-742,BUG_0742,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.479885032,-53.21201398,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-743,BUG_0743,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478675021,-53.21074798,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-744,BUG_0744,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478589023,-53.20854597,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-745,BUG_0745,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.478128018,-53.20556796,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-746,BUG_0746,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.47972301,-53.20531701,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-747,BUG_0747,URB_IRA,Iracoubo,Urban green space,Urban Area,BUG,BUG,yes,5.480205975,-53.20309698,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-748,BUG_0748,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.38425196,-52.953098,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-749,BUG_0749,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.382574992,-52.95348398,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-750,BUG_0750,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.38321604,-52.95506598,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-751,BUG_0751,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.383071033,-52.95646601,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-752,BUG_0752,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.384419011,-52.957786,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-753,BUG_0753,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.380932977,-52.959857,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-754,BUG_0754,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379955983,-52.95609302,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-755,BUG_0755,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.381408986,-52.956809,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-756,BUG_0756,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379049983,-52.95341098,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-757,BUG_0757,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376547985,-52.954379,8,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-758,BUG_0758,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.379283,-52.959586,1,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-759,BUG_0759,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377377961,-52.95895997,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-760,BUG_0760,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37891604,-52.95801499,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-761,BUG_0761,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.378377,-52.95575297,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-762,BUG_0762,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.377862016,-52.95136797,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-763,BUG_0763,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374236,-52.948382,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-764,BUG_0764,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.37379696,-52.95169998,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-765,BUG_0765,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.373128001,-52.95371097,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-766,BUG_0766,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374515038,-52.95561701,2,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-767,BUG_0767,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.372196017,-52.95615999,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-768,BUG_0768,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.369557,-52.963386,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-769,BUG_0769,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.374818966,-52.95844398,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-770,BUG_0770,URB_SIN,Sinnamary,Urban green space,Urban Area,BUG,BUG,yes,5.376534993,-52.95724897,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-771,BUG_0771,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.823788963,-52.36427701,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-772,BUG_0772,URB_MAT,Matoury,Urban green space,Urban Area,BUG,BUG,yes,4.830126017,-52.35774198,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-773,BUG_0773,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.855341967,-52.27471403,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-774,BUG_0774,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.858612,-52.270676,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-775,BUG_0775,URB_REM,Remire-Montjoly,Urban green space,Urban Area,BUG,BUG,yes,4.905357035,-52.27661999,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
